Date,Time,CO(GT),PT08.S1(CO),C6H6(GT),PT08.S2(NMHC),NOx(GT),PT08.S3(NOx),NO2(GT),PT08.S4(NO2),PT08.S5(O3),T,RH,AH,CO(GT)_missing,PT08.S1(CO)_missing,C6H6(GT)_missing,PT08.S2(NMHC)_missing,NOx(GT)_missing,PT08.S3(NOx)_missing,NO2(GT)_missing,PT08.S4(NO2)_missing,PT08.S5(O3)_missing,T_missing,RH_missing,AH_missing
11/03/2004,06.00.00,-0.6302913429269487,-0.2221028529743278,-0.9601953334560034,-1.4921624854074695,-1.3413843244136208,2.482051165355494,-1.5630482924898108,-0.6995868531140453,-1.4281548882885597,-0.9032226411127658,0.5223196882545218,-0.7333406922328912,0,0,0,0,0,0,0,0,0,0,0,0
11/03/2004,07.00.00,-0.3722682397725932,0.22116370016583187,-0.7560303574619838,-1.0503683373318164,-0.9040489175738282,2.482051165355494,-0.733174767231318,-0.34559309063653504,-0.7566819947563157,-0.9378870609582817,0.6106906879439629,-0.7171676101228692,0,0,0,0,0,0,0,0,0,0,0,0
11/03/2004,08.00.00,0.2082837423247064,1.1317873799863774,-0.143535429479925,-0.14740310486140287,-0.38471312195157453,1.3322311181039979,-0.0009334214150008782,0.1883975002193704,0.21148822382505925,-0.8685582212672501,0.4810798883994492,-0.7194419497945911,0,0,0,0,0,0,0,0,0,0,0,0
11/03/2004,09.00.00,0.33729529390188423,1.2185134447311912,0.04786923551446835,0.08512013096788822,-0.6922145798858037,1.084911334355563,-0.2694219148809838,0.386394011435605,0.018895223354570667,-0.9032226411127658,0.6696046877369236,-0.6479266023393382,0,0,0,0,0,0,0,0,0,0,0,0
11/03/2004,10.00.00,0.014766414958939817,0.6499759091818559,-0.36046071647357086,-0.4303063751203737,-0.8083817973276236,1.6880244912157816,-0.34264604946261557,-0.02459874669506379,-0.41834293987572774,-0.8685582212672501,0.5399938881924099,-0.683052515047042,0,0,0,0,0,0,0,0,0,0,0,0
11/03/2004,11.00.00,-0.11424513661823786,0.38979771494741433,-0.5263447594687117,-0.6822065472687724,-0.9245490147694435,2.165308284414516,-0.489094318625879,-0.2765943064248169,-0.9102358735098134,-0.9032226411127658,0.5105368882959296,-0.7335933966408603,0,0,0,0,0,0,0,0,0,0,0,0
11/03/2004,12.00.00,-0.04973936082964895,0.6644302533059915,-0.5008241374694593,-0.6357019001029142,-0.8630487231825977,2.048156807902099,-0.41587018404424725,-0.1595963679788601,-0.9284541303110758,-1.018770707264485,1.0348714864532795,-0.5822234562673744,0,0,0,0,0,0,0,0,0,0,0,0
11/03/2004,13.00.00,0.1437779665361175,0.9053359887082523,-0.2328576064773086,-0.26754011003986994,-0.5760473624439838,1.4450436510418805,-0.0009334214150008782,0.24839644301216876,-0.5771020348581575,-1.1574283866465476,1.6004458844657028,-0.47052810794503597,0,0,0,0,0,0,0,0,0,0,0,0
11/03/2004,14.00.00,0.788835724422006,1.3148757388920953,0.30307545550699283,0.37189878849068053,-0.1592120527998065,0.668372751200304,0.3895952963537016,0.827386240962673,0.04231869638476522,-1.1920928064920633,1.8773416834926173,-0.3838504960116376,0,0,0,0,0,0,0,0,0,0,0,0
11/03/2004,15.00.00,0.33729529390188423,1.0209707417013374,-0.041452941482915125,-0.01951532515529277,-0.316379464632857,1.0979281650791648,0.3407792066326138,0.5783906283725597,-0.1945186420316464,-1.1574283866465476,1.8007534837617687,-0.37323691087693583,0,0,0,0,0,0,0,0,0,0,0,0
11/03/2004,16.00.00,0.33729529390188423,0.9342446769565235,-0.10525449648104625,-0.10089845769554465,-0.25487917304601115,1.1890459801443778,0.4628194309353333,0.41039358855272434,-0.16588995277251972,-0.9956610940341412,1.294093085542307,-0.426052132142476,0,0,0,0,0,0,0,0,0,0,0,0
11/03/2004,17.00.00,0.788835724422006,1.372693115388638,0.2647945225081141,0.3176433667971793,0.08678911354757683,0.7768463405636528,0.5604516103775089,0.7943868224266338,0.21669344005399135,-0.9841062874189691,1.082002686287648,-0.523090624802607,0,0,0,0,0,0,0,0,0,0,0,0
11/03/2004,18.00.00,2.014445464405194,2.3266798275815903,1.4897843784722318,1.4763841586798132,0.34645701135870366,-0.12999286651394218,0.9509803281462114,1.886367581255564,1.0104889149661402,-0.9263322543431096,0.8816950869915822,-0.553415153758898,0,0,0,0,0,0,0,0,0,0,0,0
11/03/2004,19.00.00,2.530491670713905,2.615766710064303,2.3319649044475623,2.13132460626565,1.0434603160096232,-0.550870393243735,1.4635492702176334,2.513356533440307,1.7782583087336283,-0.9956610940341412,1.1821564859356815,-0.4892282341347489,0,0,0,0,0,0,0,0,0,0,0,0
11/03/2004,20.00.00,2.530491670713905,2.610948595356258,1.898114330460271,1.8057920761046422,0.8247926125897268,-0.3729737066878432,1.292692956193826,2.210361872336675,1.6481279030103253,-1.0072159006493129,1.0937854862462404,-0.5362312540169998,0,0,0,0,0,0,0,0,0,0,0,0
11/03/2004,21.00.00,1.4338934823078946,1.035425085825473,0.46895949850213386,0.5346650535711843,0.06628901635196155,0.5555602182624214,0.5848596552380528,0.7583874567509549,0.6877655087723485,-1.0649899337251725,0.8699122870329898,-0.7166622013069311,0,0,0,0,0,0,0,0,0,0,0,0
11/03/2004,22.00.00,-0.11424513661823786,-0.6412788325742614,-0.5646256924675904,-0.732586581698452,-0.9313823805013153,2.1522914536909137,-0.6599506326496863,-0.3635927734743745,-0.5198446563399041,-1.1689831932617196,0.8345638871572134,-0.8465522670030441,0,0,0,0,0,0,0,0,0,0,0,0
11/03/2004,23.00.00,-0.4367740155611821,-0.8918207973926126,-0.8325922234597412,-1.1976330533570343,-1.252550569899288,2.482051165355494,-1.4410080681870912,-0.6065884917852079,-1.2199462391312748,-1.1689831932617196,0.6813874876955155,-0.9092229601793789,0,0,0,0,0,0,0,0,0,0,0,0
12/03/2004,00.00.00,0.014766414958939817,-0.08719564114906182,-0.41150196047207566,-0.5155648949244471,-0.7400481400089061,1.8442264598990037,-0.36705409432315944,-0.23759499360949798,-0.5328576969122344,-1.1574283866465476,0.545885288171706,-0.9645652255246097,0,0,0,0,0,0,0,0,0,0,0,0
12/03/2004,01.00.00,0.1437779665361175,-0.2606477706386895,-0.34770040547394454,-0.4225556005927306,-0.6648811169583166,1.813853854877266,-0.049749511136088685,-0.22859515219057822,-0.4912159670807774,-1.226757226337579,0.6165820879232591,-0.9974167985605916,0,0,0,0,0,0,0,0,0,0,0,0
12/03/2004,02.00.00,-0.17875091240682678,-0.5304621942892215,-0.6411875584653478,-0.8527235868769192,-1.0133827692837765,2.460356447482824,-0.5135023634864229,-0.4505912405239322,-0.8555811031060261,-1.2960860660286104,0.7403014874884761,-1.0055033396156026,0,0,0,0,0,0,0,0,0,0,0,0
12/03/2004,03.00.00,-0.5657855671383598,-1.0074555503856977,-0.9219144004571247,-1.4107793528672177,0.11341692831643446,2.482051165355494,0.025701877312272976,-0.8015850558618026,-1.3240505637099171,-1.3076408726437823,0.7697584873849566,-1.0092939057351389,0,0,0,0,1,0,1,0,0,0,0,0
12/03/2004,04.00.00,-1.2213769146829643,-1.28690620345232,-1.0239968884541346,-1.674305686807081,-1.4302180789279537,2.482051165355494,-1.9535770102585133,-0.9605822542627183,-1.6571844023615732,-1.4116341321803294,0.9818488866396156,-1.012579063038737,1,0,0,0,0,0,0,0,0,0,0,0
12/03/2004,05.00.00,-0.6947971187155375,-1.2098163681235967,-1.0367571994537608,-1.6936826231261886,-1.3687177873411078,2.482051165355494,-1.6606804719319863,-0.89758336433028,-1.6311583212169125,-1.3885245189499855,0.9288262868259506,-1.0163696291582736,0,0,0,0,0,0,0,0,0,0,0,0
12/03/2004,06.00.00,-0.5657855671383598,-0.8243671914799795,-0.934674711456751,-1.4224055146586823,-1.1910502783124421,2.482051165355494,-1.001663260697301,-0.6935869588347655,-1.3891157665715688,-1.330750485874126,0.805106887260733,-1.0161169247503046,0,0,0,0,0,0,0,0,0,0,0,0
12/03/2004,07.00.00,-0.17875091240682678,-0.034196379360564466,-0.602906625466469,-0.806218939711061,-0.8288818945232389,2.4213059553120186,-0.19619778029935211,-0.27959425356445683,-0.7098350486959266,-1.3769697123348135,0.9347176868052463,-0.9953951632968387,0,0,0,0,0,0,0,0,0,0,0,0
12/03/2004,08.00.00,1.7564223612508392,2.3555885158298615,1.119735359483071,1.1547270157826273,0.5241245203873695,0.2952236037903846,0.7068998795407724,1.337377254701459,0.9870654419359457,-1.2729764527982665,0.8168896872193253,-0.9491502566384951,0,0,0,0,0,0,0,0,0,0,0,0
12/03/2004,09.00.00,-1.2213769146829643,2.1532276980919627,1.655668421467373,1.6081473256497447,0.11341692831643446,-0.2688390608990285,0.025701877312272976,1.811368902764566,1.4763557674555652,-1.0534351271100006,0.4103830886478966,-0.9334825833444115,1,0,0,0,1,0,1,0,0,0,0,0
12/03/2004,10.00.00,0.9178472759991838,1.213695330023146,0.6220832304976485,0.6974313186516881,-0.2958793674372417,0.3603077574083938,0.24314702719043815,0.7733871924491544,0.5628403192779776,-0.5912428625031247,-0.4438699083500335,-0.9943843456649626,0,0,0,0,0,0,0,0,0,0,0,0
12/03/2004,11.00.00,0.6598241728448285,0.7945193504232123,0.31583576650661904,0.3835249502821451,-0.09771176121296067,0.6076275411568288,0.7557159692618601,0.4313932185302038,0.38065775126535323,-0.46413998973623377,-0.638286107666804,-1.0138425850785826,0,0,0,0,0,0,0,0,0,0,0,0
12/03/2004,12.00.00,0.2727895181132953,0.5198868120646352,0.13719141251185182,0.18588019982724768,-0.5965474596395991,0.8939978170760693,0.023474623445543026,0.24839644301216876,-0.1606847365435876,-0.38325634343003057,-0.7502227072734293,-1.025972396661099,0,0,0,0,0,0,0,0,0,0,0,0
12/03/2004,13.00.00,0.5308126212676507,0.741520088634715,0.23927390050886171,0.3021418177418932,-0.4803802421977792,0.7768463405636528,0.09669875802717474,0.41639348283200417,-0.09822214179640211,-0.25615347066313954,-0.8680507068593507,-1.00904120132717,0,0,0,0,0,0,0,0,0,0,0,0
12/03/2004,14.00.00,0.6598241728448285,0.9101541034162974,0.46895949850213386,0.5424158280988274,-0.4598801450021639,0.5208486696661498,0.26755507205098206,0.6173899411878787,0.1047812911319507,-0.23304385743279582,-0.7973539071077976,-0.9337352877523806,0,0,0,0,0,0,0,0,0,0,0,0
12/03/2004,15.00.00,0.788835724422006,1.2281496741472815,0.6476038524969008,0.7129328677069742,-0.2753792702416264,0.4036971931537333,0.3407792066326138,0.8573857123590721,0.30778472406030355,-0.2908178905086553,-0.7207657073769489,-0.921100067353926,0,0,0,0,0,0,0,0,0,0,0,0
12/03/2004,16.00.00,0.7243299486334172,1.0161526269932921,0.45619918750250743,0.5230388917797197,-0.3573796590240875,0.5425433875388196,0.19433093746935035,0.608390099768959,0.23751430496971984,-0.2792630838934835,-0.7089829074183566,-0.9092229601793789,0,0,0,0,0,0,0,0,0,0,0,0
12/03/2004,17.00.00,0.46630684547906176,0.8475186122117097,0.3285960775062452,0.3990264993374312,-0.5487138995164967,0.7681684534145848,0.16992289260880644,0.4673925842058828,-0.06959345253727543,-0.1637150177417647,-0.8798335068179429,-0.9365150362400405,0,0,0,0,0,0,0,0,0,0,0,0
12/03/2004,18.00.00,1.4338934823078946,1.98459368331038,1.2983797134778385,1.3136178935993095,-0.16604541853167826,-0.07358660004500088,0.9021642384251236,1.3673767260978582,1.0130915230806063,-0.3717015368148587,-0.5675893079152511,-0.8816781797107478,0,0,0,0,0,0,0,0,0,0,0,0
12/03/2004,19.00.00,1.3048819307307171,2.0568654039310585,1.1580162924819497,1.1934808884208423,-0.1933788814591653,-0.03453610787419535,0.804532058982948,1.1783800563005433,1.1119906314303165,-0.4525851831210619,-0.34371610870200053,-0.8013181779765767,0,0,0,0,0,0,0,0,0,0,0,0
12/03/2004,20.00.00,2.530491670713905,2.615766710064303,2.4085267704453197,2.604121852451875,0.7496255895391375,-0.8893079920573829,1.4147331804965455,2.513356533440307,2.254535593680918,-0.6259072823486403,0.07457328982802047,-0.7017526412367546,0,0,0,0,0,0,0,0,0,0,0,0
12/03/2004,21.00.00,1.7564223612508392,2.408587777618359,1.4004622014748482,1.3988764134033829,0.29862345123560136,-0.3339232145170377,0.9021642384251236,1.4603750874266956,1.5778574839197417,-0.7183457352700156,0.23953248924831025,-0.6870957855745473,0,0,0,0,0,0,0,0,0,0,0,0
12/03/2004,22.00.00,1.1758703791535392,1.8593227009012046,0.6603641634965273,0.7323098040260817,0.15512277086629442,0.04356487646741569,0.6580837898196845,0.8063866109851935,1.2239027803523572,-0.8454486080369064,0.5812336880474825,-0.6355440863488527,0,0,0,0,0,0,0,0,0,0,0,0
12/03/2004,23.00.00,2.4014801191367274,2.615766710064303,1.617387488468494,1.5810196148029942,0.4762909602642671,-0.3816515938369111,0.536043565516965,1.8233686913231257,1.6559357273537234,-0.9956610940341412,0.9052606869087659,-0.6277102497018109,0,0,0,0,0,0,0,0,0,0,0,0
13/03/2004,00.00.00,0.6598241728448285,0.876427300459981,0.06062954651409453,0.10062168002317429,-0.25487917304601115,0.5815938797096251,0.023474623445543026,0.2693960729896482,0.6877655087723485,-1.018770707264485,0.8758036870122856,-0.6716808166884327,0,0,0,0,0,0,0,0,0,0,0,0
13/03/2004,01.00.00,0.1437779665361175,0.471705664984183,-0.2200972954776823,-0.2520385609845838,-0.6238809225670862,1.0501997857592913,-0.36705409432315944,0.02640035467881482,0.3207977646326338,-1.0649899337251725,0.8640208870536937,-0.7156513836750549,0,0,0,0,0,0,0,0,0,0,0,0
13/03/2004,02.00.00,-0.04973936082964895,0.4138882884876404,-0.4753035154702068,-0.6046988019923419,-1.0065494035519047,1.5057888610853558,-0.733174767231318,-0.2675944650058972,0.057934345071561595,-1.099654353570688,0.8640208870536937,-0.7578530198058929,0,0,0,0,0,0,0,0,0,0,0,0
13/03/2004,03.00.00,0.014766414958939817,0.35607091199109786,-0.4753035154702068,-0.6008234147285204,0.11341692831643446,1.5188056918089576,0.025701877312272976,-0.2225952579112984,-0.06438823630834331,-1.215202419722407,1.0761112863083524,-0.7788274856673275,0,0,0,0,1,0,1,0,0,0,0,0
13/03/2004,04.00.00,-1.2213769146829643,0.2356180442899675,-0.373221027473197,-0.4535586987033028,-0.8288818945232389,1.3148753438058622,-0.7087667223707741,-0.12659694944282102,-0.07479866876620755,-1.3076408726437823,1.2882016855630105,-0.7826180517868639,1,0,0,0,0,0,0,0,0,0,0,0
13/03/2004,05.00.00,-0.4367740155611821,-0.5786433413696737,-0.8325922234597412,-1.2131346024123204,-1.1500500839212116,2.482051165355494,-1.1481115298605644,-0.5405896547131297,-0.5250498725688363,-1.1574283866465476,0.8463466871158056,-0.827094027589424,0,0,0,0,0,0,0,0,0,0,0,0
13/03/2004,06.00.00,-0.3077624639840045,0.009166653011842454,-0.7943112904608625,-1.1317514698720683,-1.2115503755080574,2.482051165355494,-1.2701517541632839,-0.5585893375509692,-0.48340814273737925,-1.2845312594134386,1.0761112863083524,-0.8511009463464878,0,0,0,0,0,0,0,0,0,0,0,0
13/03/2004,07.00.00,-0.11424513661823786,0.06698402950838502,-0.5135844484690856,-0.6512034491582002,-0.6238809225670862,1.731413926961121,-0.8552149915340376,-0.13559679086174076,-0.21013429071844278,-1.3885245189499855,1.3353328853973796,-0.8397292479878785,0,0,0,0,0,0,0,0,0,0,0,0
13/03/2004,08.00.00,0.6598241728448285,1.146241724110513,0.34135638850587163,0.40677727386507423,0.17562286806190971,0.46010345962267457,-0.3914621391837034,0.6713889897013973,0.4457229541270048,-1.3654149057196416,1.3176586854594907,-0.8364440906842804,0,0,0,0,0,0,0,0,0,0,0,0
13/03/2004,09.00.00,1.3048819307307171,1.4931459830897682,0.7624466514935369,0.8330698728854412,0.4421241316049083,0.00451438429661017,0.16992289260880644,0.9683837565257492,1.0156941311950722,-1.0072159006493129,0.6165820879232591,-0.791210001657813,0,0,0,0,0,0,0,0,0,0,0,0
13/03/2004,10.00.00,0.9823530517877728,1.6810524567035317,0.48171980950176,0.5540419898902919,0.13462267367067915,0.1737331837034341,0.3407792066326138,0.6383895711653581,1.1562349693762397,-0.6836813154244998,0.11581308968309312,-0.7378893715763347,0,0,0,0,0,0,0,0,0,0,0,0
13/03/2004,11.00.00,1.562905033885072,2.138773353967827,0.8900497614897993,0.9532068780639082,0.4489574973367801,-0.09094237434313666,1.1218366421700188,0.9773835979446689,1.4633427268832349,-0.31392750373899925,-0.41441290845355316,-0.7085756602519202,0,0,0,0,0,0,0,0,0,0,0,0
13/03/2004,12.00.00,1.2403761549421282,1.7003249155357125,0.6220832304976485,0.6935559313878665,0.0594556506200898,0.19976684515063778,1.1950607767516503,0.6743889368410372,0.9532315364478868,0.009607081485813742,-0.9092905067144234,-0.7998019515287623,0,0,0,0,0,0,0,0,0,0,0,0
13/03/2004,13.00.00,0.7243299486334172,1.1076968064461512,0.40515794350400275,0.4687834700862185,-0.5282138023208816,0.6857285254984399,0.291963116911526,0.4373931128094836,0.20888561571059316,0.1251551476375327,-1.056575506196825,-0.8351805686444351,0,0,0,0,0,0,0,0,0,0,0,0
13/03/2004,14.00.00,0.2082837423247064,0.5247049267726803,-0.06697356348216771,-0.054393810529686434,-0.7673816029363931,1.1239618265263684,-0.24501387002043992,0.10139903316981277,-0.44436902102038833,-0.03661214497487368,-0.8503765069214626,-0.7904518884339058,0,0,0,0,0,0,0,0,0,0,0,0
13/03/2004,15.00.00,0.2082837423247064,0.6837027121381724,0.009588302515589588,0.03474009653820848,-0.7605482372045214,0.9547430271195445,0.09669875802717474,0.23339670731396917,-0.19191603391718035,0.009607081485813742,-0.9210733066730152,-0.8119317631112785,0,0,0,0,0,0,0,0,0,0,0,0
13/03/2004,16.00.00,0.5308126212676507,1.0016982828691565,0.13719141251185182,0.1897555870910692,-0.6307142882989579,0.7594905662655169,0.291963116911526,0.2993955443860474,0.14902562907787376,-0.0828313714355611,-0.8327023069835742,-0.8195128953503512,0,0,0,0,0,0,0,0,0,0,0,0
13/03/2004,17.00.00,0.40180106969047286,1.0980605770300609,0.18823265651035678,0.24013562152074894,-0.5623806309802403,0.6380001461785664,0.31637116177206986,0.44339300708876345,0.16464127776467014,-0.1868246309721084,-0.6736345075425806,-0.7929789325135967,0,0,0,0,0,0,0,0,0,0,0,0
13/03/2004,18.00.00,0.9823530517877728,1.8063234391127072,0.8134878954920418,0.8718237455236564,-0.022544738162371316,0.008853327871144116,0.8777561935645797,0.974383650805029,0.9740524013636154,-0.25615347066313954,-0.4851097082051061,-0.7085756602519202,0,0,0,0,0,0,0,0,0,0,0,0
13/03/2004,19.00.00,1.6274108096736613,2.461587039406856,1.3366606464767172,1.348496378973703,0.31912354843121665,-0.307889553069834,1.292692956193826,1.4033760917735372,1.5388183622027507,-0.2908178905086553,-0.4026301084949612,-0.6787565401115674,0,0,0,0,0,0,0,0,0,0,0,0
13/03/2004,20.00.00,1.6274108096736613,2.4712232688229467,1.285619402478212,1.3019917318078449,0.3327902798949602,-0.3252453273679698,1.1950607767516503,1.3823764617960579,1.760040051932366,-0.30237269712382736,-0.3024763088469279,-0.6239196835822747,0,0,0,0,0,0,0,0,0,0,0,0
13/03/2004,21.00.00,1.6274108096736613,2.519404415903399,1.1707766034815763,1.1973562756846639,0.3601237428224472,-0.2905337787716982,1.1462446870305627,1.2173793691158623,2.2519329855664516,-0.3485919235845148,-0.14340850940593428,-0.5468448391517016,0,0,0,0,0,0,0,0,0,0,0,0
13/03/2004,22.00.00,0.9178472759991838,1.666598112579396,0.5072404315010124,0.5850450880008641,-0.11137849267670419,0.06525959434008542,0.7557159692618601,0.8813852894761915,1.5700496595763436,-0.42947556989071817,-0.03736330977860477,-0.5546786757987434,0,0,0,0,0,0,0,0,0,0,0,0
13/03/2004,23.00.00,0.5953183970562396,1.5413271301702205,0.22651358950923553,0.27888949415896414,-0.39837985341531806,0.2735288859177149,0.4384113860747894,0.44639295422840336,1.3410201455033302,-0.41792076327554634,0.0038764900764674645,-0.5210689895388543,0,0,0,0,0,0,0,0,0,0,0,0
14/03/2004,00.00.00,0.788835724422006,2.1002284363034653,0.23927390050886171,0.29051565595042866,-0.2753792702416264,0.260512055194113,0.4140033412142455,0.4703925313455227,1.338417537388864,-0.5103592161969214,0.2572066891861987,-0.4439941451082815,0,0,0,0,0,0,0,0,0,0,0,0
14/03/2004,01.00.00,0.7243299486334172,1.8593227009012046,0.3541166995054978,0.41452804839271723,-0.38471312195157453,0.22146156302330752,0.16992289260880644,0.5093918441608416,1.3254044968165337,-0.42947556989071817,0.13348728962098116,-0.43439137760545593,0,0,0,0,0,0,0,0,0,0,0,0
14/03/2004,02.00.00,0.5308126212676507,1.2956032800599147,-0.06697356348216771,-0.05051842326586491,-0.6990479456176755,0.5382044439642857,-0.19619778029935211,0.26639612585000827,0.8231011307245838,-0.672126508809328,0.5694508880888902,-0.4341386731974869,0,0,0,0,0,0,0,0,0,0,0,0
14/03/2004,03.00.00,0.46630684547906176,1.1847866417748747,0.07338985751372071,0.11612322907846036,0.11341692831643446,0.39935824957919935,0.025701877312272976,0.49739205560228195,0.6695472519710861,-0.776119768345875,0.8345638871572134,-0.39951816930572154,0,0,0,0,1,0,1,0,0,0,0,0
14/03/2004,04.00.00,-1.2213769146829643,0.15371009425319887,-0.5008241374694593,-0.6395772873667357,-1.0953831580662374,1.3061974566567942,-0.733174767231318,-0.00659906385722428,0.07875520998729009,-0.7183457352700156,0.6990616876334039,-0.417460182271527,1,0,0,0,0,0,0,0,0,0,0,0
14/03/2004,05.00.00,-0.3077624639840045,-0.17392170589387568,-0.6922288024638527,-0.9573590430001001,-1.2115503755080574,1.9223274442406146,-1.0260713055578448,-0.23159509933021813,-0.23876297997756946,-0.7876745749610469,0.8168896872193253,-0.4351494908293634,0,0,0,0,0,0,0,0,0,0,0,0
14/03/2004,06.00.00,-0.4367740155611821,-0.10646809998124268,-0.8453525344593673,-1.2402623132590709,-1.2730506670949033,2.4560175039082903,-1.1969276195816523,-0.3635927734743745,-0.387111642502135,-0.776119768345875,0.7638670874056608,-0.4503117553075086,0,0,0,0,0,0,0,0,0,0,0,0
14/03/2004,07.00.00,-0.501279791349771,-0.3377376059674129,-0.8581128454589936,-1.2518884750505355,-1.0680496951387506,2.408289124588417,-1.0992954401394766,-0.3425931434968951,-0.4365611966769901,-0.9147774477279378,1.082002686287648,-0.4359076040532706,0,0,0,0,0,0,0,0,0,0,0,0
14/03/2004,08.00.00,-0.17875091240682678,0.2741629619543292,-0.6284272474657215,-0.8372220378216331,-0.883548820378213,1.7183970962375192,-0.6843586775102302,-0.12059705516354118,-0.1606847365435876,-0.776119768345875,0.7933240873021411,-0.4359076040532706,0,0,0,0,0,0,0,0,0,0,0,0
14/03/2004,09.00.00,-0.04973936082964895,0.6596121385979463,-0.34770040547394454,-0.42643098785655215,-0.7673816029363931,0.9807766885667483,-0.7087667223707741,0.21839697161576957,0.18806475079486468,-0.6836813154244998,0.6342562878611471,-0.41139527648026863,0,0,0,0,0,0,0,0,0,0,0,0
14/03/2004,10.00.00,0.33729529390188423,1.126969265278332,-0.06697356348216771,-0.05826919779350795,-0.5897140939077273,0.5338655003897517,-0.34264604946261557,0.47939237276444246,0.5316090219043849,-0.44103037650589005,0.22774968928971837,-0.3858721312753904,0,0,0,0,0,0,0,0,0,0,0,0
14/03/2004,11.00.00,0.7243299486334172,1.6714162272874413,0.22651358950923553,0.2750141068951426,-0.37104639048783106,0.21278367587423963,0.04788266830608693,0.7253880382149157,0.8699480767849729,-0.1637150177417647,-0.1846483092610065,-0.37045716238927584,0,0,0,0,0,0,0,0,0,0,0,0
