Date,Time,CO(GT),PT08.S1(CO),C6H6(GT),PT08.S2(NMHC),NOx(GT),PT08.S3(NOx),NO2(GT),PT08.S4(NO2),PT08.S5(O3),T,RH,AH,CO(GT)_missing,PT08.S1(CO)_missing,C6H6(GT)_missing,PT08.S2(NMHC)_missing,NOx(GT)_missing,PT08.S3(NOx)_missing,NO2(GT)_missing,PT08.S4(NO2)_missing,PT08.S5(O3)_missing,T_missing,RH_missing,AH_missing,KMeans_Cluster,Hierarchical_Cluster,TSNE_1,TSNE_2
11/03/2004,04.00.00,-1.2213769146829645,-0.4196455560041816,-0.998476266454882,-1.592922554266829,-1.4302180789279535,2.482051165355494,-1.9047609205374252,-0.7715855844654034,-1.4984253073791434,-0.9494418675734536,0.6637132877576274,-0.7050377985403528,1,0,0,0,0,0,0,0,0,0,0,0,1,2,-17.259708,-0.62805814
11/03/2004,05.00.00,-0.6302913429269487,-0.1546492470616948,-1.0239968884541346,-1.6510533632241515,-1.4643849075873123,2.482051165355494,-2.051209189700689,-0.8165847915600022,-1.5582852940118628,-0.8454486080369064,0.4103830886478966,-0.7300555349292929,0,0,0,0,0,0,0,0,0,0,0,0,1,2,-16.96389,-0.4881734
11/03/2004,06.00.00,-0.6302913429269487,-0.2221028529743278,-0.9601953334560034,-1.4921624854074695,-1.3413843244136208,2.482051165355494,-1.5630482924898108,-0.6995868531140453,-1.4281548882885595,-0.9032226411127658,0.5223196882545218,-0.7333406922328912,0,0,0,0,0,0,0,0,0,0,0,0,1,2,-16.422173,-0.5641493
11/03/2004,07.00.00,-0.3722682397725932,0.2211637001658318,-0.7560303574619838,-1.0503683373318164,-0.9040489175738282,2.482051165355494,-0.733174767231318,-0.345593090636535,-0.7566819947563157,-0.9378870609582816,0.6106906879439629,-0.7171676101228692,0,0,0,0,0,0,0,0,0,0,0,0,1,2,-3.755086,-2.955966
11/03/2004,08.00.00,0.2082837423247064,1.1317873799863774,-0.143535429479925,-0.1474031048614028,-0.3847131219515745,1.332231118103998,-0.0009334214150008,0.1883975002193704,0.2114882238250592,-0.8685582212672501,0.4810798883994492,-0.7194419497945911,0,0,0,0,0,0,0,0,0,0,0,0,1,0,32.515995,5.0581236
11/03/2004,09.00.00,0.3372952939018842,1.2185134447311912,0.0478692355144683,0.0851201309678882,-0.6922145798858037,1.084911334355563,-0.2694219148809838,0.386394011435605,0.0188952233545706,-0.9032226411127658,0.6696046877369236,-0.6479266023393382,0,0,0,0,0,0,0,0,0,0,0,0,2,0,32.49786,5.253244
11/03/2004,10.00.00,0.0147664149589398,0.6499759091818559,-0.3604607164735708,-0.4303063751203737,-0.8083817973276236,1.6880244912157816,-0.3426460494626155,-0.0245987466950637,-0.4183429398757277,-0.8685582212672501,0.5399938881924099,-0.683052515047042,0,0,0,0,0,0,0,0,0,0,0,0,1,2,-1.6079692,-2.226371
11/03/2004,11.00.00,-0.1142451366182378,0.3897977149474143,-0.5263447594687117,-0.6822065472687724,-0.9245490147694436,2.165308284414516,-0.489094318625879,-0.2765943064248169,-0.9102358735098134,-0.9032226411127658,0.5105368882959296,-0.7335933966408603,0,0,0,0,0,0,0,0,0,0,0,0,1,2,-2.6764836,-2.6066387
11/03/2004,12.00.00,-0.0497393608296489,0.6644302533059915,-0.5008241374694593,-0.6357019001029142,-0.8630487231825977,2.048156807902099,-0.4158701840442472,-0.1595963679788601,-0.9284541303110758,-1.018770707264485,1.0348714864532795,-0.5822234562673744,0,0,0,0,0,0,0,0,0,0,0,0,1,2,-2.363761,-2.5808988
11/03/2004,13.00.00,0.1437779665361175,0.9053359887082524,-0.2328576064773086,-0.2675401100398699,-0.5760473624439838,1.4450436510418805,-0.0009334214150008,0.2483964430121687,-0.5771020348581575,-1.1574283866465476,1.6004458844657028,-0.4705281079450359,0,0,0,0,0,0,0,0,0,0,0,0,1,0,32.97533,2.7803814
11/03/2004,14.00.00,0.788835724422006,1.3148757388920953,0.3030754555069928,0.3718987884906805,-0.1592120527998065,0.668372751200304,0.3895952963537016,0.827386240962673,0.0423186963847652,-1.1920928064920633,1.877341683492617,-0.3838504960116376,0,0,0,0,0,0,0,0,0,0,0,0,0,1,38.743374,6.7466793
11/03/2004,15.00.00,0.3372952939018842,1.0209707417013374,-0.0414529414829151,-0.0195153251552927,-0.316379464632857,1.0979281650791648,0.3407792066326138,0.5783906283725597,-0.1945186420316464,-1.1574283866465476,1.8007534837617687,-0.3732369108769358,0,0,0,0,0,0,0,0,0,0,0,0,1,0,33.13578,2.9073637
11/03/2004,16.00.00,0.3372952939018842,0.9342446769565236,-0.1052544964810462,-0.1008984576955446,-0.2548791730460111,1.1890459801443778,0.4628194309353333,0.4103935885527243,-0.1658899527725197,-0.9956610940341412,1.294093085542307,-0.426052132142476,0,0,0,0,0,0,0,0,0,0,0,0,1,0,33.025673,2.9887393
11/03/2004,17.00.00,0.788835724422006,1.372693115388638,0.2647945225081141,0.3176433667971793,0.0867891135475768,0.7768463405636528,0.5604516103775089,0.7943868224266338,0.2166934400539913,-0.9841062874189692,1.082002686287648,-0.523090624802607,0,0,0,0,0,0,0,0,0,0,0,0,0,1,38.632614,7.4247046
11/03/2004,18.00.00,2.014445464405194,2.3266798275815903,1.4897843784722318,1.4763841586798132,0.3464570113587036,-0.1299928665139421,0.9509803281462114,1.886367581255564,1.0104889149661402,-0.9263322543431096,0.8816950869915822,-0.553415153758898,0,0,0,0,0,0,0,0,0,0,0,0,0,1,62.87757,11.780225
11/03/2004,19.00.00,2.530491670713905,2.615766710064303,2.3319649044475623,2.13132460626565,1.0434603160096232,-0.550870393243735,1.4635492702176334,2.513356533440307,1.7782583087336283,-0.9956610940341412,1.1821564859356817,-0.4892282341347489,0,0,0,0,0,0,0,0,0,0,0,0,0,1,64.61967,10.939507
11/03/2004,20.00.00,2.530491670713905,2.610948595356258,1.898114330460271,1.8057920761046424,0.8247926125897268,-0.3729737066878432,1.292692956193826,2.210361872336675,1.6481279030103253,-1.0072159006493129,1.0937854862462404,-0.5362312540169998,0,0,0,0,0,0,0,0,0,0,0,0,0,1,64.333176,11.146447
11/03/2004,21.00.00,1.4338934823078946,1.035425085825473,0.4689594985021338,0.5346650535711843,0.0662890163519615,0.5555602182624214,0.5848596552380528,0.7583874567509549,0.6877655087723485,-1.0649899337251725,0.8699122870329898,-0.7166622013069311,0,0,0,0,0,0,0,0,0,0,0,0,0,1,39.695034,8.9010315
11/03/2004,22.00.00,-0.1142451366182378,-0.6412788325742614,-0.5646256924675904,-0.732586581698452,-0.9313823805013152,2.1522914536909137,-0.6599506326496863,-0.3635927734743745,-0.5198446563399041,-1.1689831932617196,0.8345638871572134,-0.8465522670030441,0,0,0,0,0,0,0,0,0,0,0,0,1,2,-3.947525,-1.299105
11/03/2004,23.00.00,-0.4367740155611821,-0.8918207973926126,-0.8325922234597412,-1.1976330533570343,-1.252550569899288,2.482051165355494,-1.4410080681870912,-0.6065884917852079,-1.2199462391312748,-1.1689831932617196,0.6813874876955155,-0.9092229601793788,0,0,0,0,0,0,0,0,0,0,0,0,1,2,-14.532785,-1.217455
12/03/2004,00.00.00,0.0147664149589398,-0.0871956411490618,-0.4115019604720756,-0.5155648949244471,-0.7400481400089061,1.844226459899004,-0.3670540943231594,-0.2375949936094979,-0.5328576969122344,-1.1574283866465476,0.545885288171706,-0.9645652255246095,0,0,0,0,0,0,0,0,0,0,0,0,1,2,-2.3329272,-1.1158733
12/03/2004,01.00.00,0.1437779665361175,-0.2606477706386895,-0.3477004054739445,-0.4225556005927306,-0.6648811169583166,1.813853854877266,-0.0497495111360886,-0.2285951521905782,-0.4912159670807774,-1.226757226337579,0.6165820879232591,-0.9974167985605916,0,0,0,0,0,0,0,0,0,0,0,0,1,2,-2.3392384,-1.0243531
12/03/2004,02.00.00,-0.1787509124068267,-0.5304621942892215,-0.6411875584653478,-0.8527235868769192,-1.0133827692837765,2.460356447482824,-0.5135023634864229,-0.4505912405239322,-0.8555811031060261,-1.2960860660286104,0.7403014874884761,-1.0055033396156026,0,0,0,0,0,0,0,0,0,0,0,0,1,2,-3.8475027,-1.5754578
12/03/2004,03.00.00,-0.5657855671383598,-1.0074555503856977,-0.9219144004571248,-1.4107793528672177,0.1134169283164344,2.482051165355494,0.0257018773122729,-0.8015850558618026,-1.3240505637099171,-1.3076408726437825,0.7697584873849566,-1.0092939057351389,0,0,0,0,1,0,1,0,0,0,0,0,1,2,-64.06784,6.9458995
12/03/2004,04.00.00,-1.2213769146829645,-1.28690620345232,-1.0239968884541346,-1.674305686807081,-1.4302180789279535,2.482051165355494,-1.9535770102585133,-0.9605822542627184,-1.6571844023615732,-1.4116341321803294,0.9818488866396156,-1.012579063038737,1,0,0,0,0,0,0,0,0,0,0,0,1,2,-20.518549,-2.6877115
12/03/2004,05.00.00,-0.6947971187155375,-1.2098163681235967,-1.0367571994537608,-1.6936826231261886,-1.3687177873411078,2.482051165355494,-1.6606804719319863,-0.89758336433028,-1.6311583212169125,-1.3885245189499855,0.9288262868259506,-1.0163696291582736,0,0,0,0,0,0,0,0,0,0,0,0,1,2,-20.445597,-2.6863472
12/03/2004,06.00.00,-0.5657855671383598,-0.8243671914799795,-0.934674711456751,-1.4224055146586825,-1.191050278312442,2.482051165355494,-1.001663260697301,-0.6935869588347655,-1.3891157665715688,-1.330750485874126,0.805106887260733,-1.0161169247503046,0,0,0,0,0,0,0,0,0,0,0,0,1,2,-14.872609,-1.4592553
12/03/2004,07.00.00,-0.1787509124068267,-0.0341963793605644,-0.602906625466469,-0.806218939711061,-0.8288818945232389,2.421305955312018,-0.1961977802993521,-0.2795942535644568,-0.7098350486959266,-1.3769697123348137,0.9347176868052464,-0.9953951632968387,0,0,0,0,0,0,0,0,0,0,0,0,1,2,-3.3101823,-1.8229331
12/03/2004,08.00.00,1.7564223612508392,2.355588515829861,1.119735359483071,1.1547270157826273,0.5241245203873695,0.2952236037903846,0.7068998795407724,1.337377254701459,0.9870654419359456,-1.2729764527982663,0.8168896872193253,-0.9491502566384952,0,0,0,0,0,0,0,0,0,0,0,0,0,1,62.60713,11.971781
12/03/2004,09.00.00,-1.2213769146829645,2.1532276980919627,1.655668421467373,1.6081473256497447,0.1134169283164344,-0.2688390608990285,0.0257018773122729,1.811368902764566,1.4763557674555652,-1.0534351271100006,0.4103830886478966,-0.9334825833444116,1,0,0,0,1,0,1,0,0,0,0,0,0,1,-51.338337,70.34973
12/03/2004,10.00.00,0.9178472759991838,1.213695330023146,0.6220832304976485,0.6974313186516881,-0.2958793674372417,0.3603077574083938,0.2431470271904381,0.7733871924491544,0.5628403192779776,-0.5912428625031247,-0.4438699083500335,-0.9943843456649626,0,0,0,0,0,0,0,0,0,0,0,0,0,1,36.759552,18.735283
12/03/2004,11.00.00,0.6598241728448285,0.7945193504232123,0.315835766506619,0.3835249502821451,-0.0977117612129606,0.6076275411568288,0.7557159692618601,0.4313932185302038,0.3806577512653532,-0.4641399897362337,-0.638286107666804,-1.0138425850785826,0,0,0,0,0,0,0,0,0,0,0,0,2,0,35.651516,19.114517
12/03/2004,12.00.00,0.2727895181132953,0.5198868120646352,0.1371914125118518,0.1858801998272476,-0.5965474596395991,0.8939978170760693,0.023474623445543,0.2483964430121687,-0.1606847365435876,-0.3832563434300305,-0.7502227072734293,-1.025972396661099,0,0,0,0,0,0,0,0,0,0,0,0,2,0,33.149006,19.492386
12/03/2004,13.00.00,0.5308126212676507,0.741520088634715,0.2392739005088617,0.3021418177418932,-0.4803802421977792,0.7768463405636528,0.0966987580271747,0.4163934828320041,-0.0982221417964021,-0.2561534706631395,-0.8680507068593507,-1.00904120132717,0,0,0,0,0,0,0,0,0,0,0,0,2,0,34.017853,19.437052
12/03/2004,14.00.00,0.6598241728448285,0.9101541034162974,0.4689594985021338,0.5424158280988274,-0.4598801450021639,0.5208486696661498,0.267555072050982,0.6173899411878787,0.1047812911319507,-0.2330438574327958,-0.7973539071077976,-0.9337352877523806,0,0,0,0,0,0,0,0,0,0,0,0,2,0,35.18357,19.28717
12/03/2004,15.00.00,0.788835724422006,1.2281496741472815,0.6476038524969008,0.7129328677069742,-0.2753792702416264,0.4036971931537333,0.3407792066326138,0.8573857123590721,0.3077847240603035,-0.2908178905086553,-0.7207657073769489,-0.921100067353926,0,0,0,0,0,0,0,0,0,0,0,0,0,1,36.24024,18.899635
12/03/2004,16.00.00,0.7243299486334172,1.016152626993292,0.4561991875025074,0.5230388917797197,-0.3573796590240875,0.5425433875388196,0.1943309374693503,0.608390099768959,0.2375143049697198,-0.2792630838934835,-0.7089829074183566,-0.9092229601793788,0,0,0,0,0,0,0,0,0,0,0,0,2,0,35.498547,19.12105
12/03/2004,17.00.00,0.4663068454790617,0.8475186122117097,0.3285960775062452,0.3990264993374312,-0.5487138995164967,0.7681684534145848,0.1699228926088064,0.4673925842058828,-0.0695934525372754,-0.1637150177417647,-0.8798335068179429,-0.9365150362400404,0,0,0,0,0,0,0,0,0,0,0,0,2,0,34.30049,19.373985
12/03/2004,18.00.00,1.4338934823078946,1.98459368331038,1.2983797134778383,1.3136178935993097,-0.1660454185316782,-0.0735866000450008,0.9021642384251236,1.3673767260978582,1.0130915230806063,-0.3717015368148587,-0.5675893079152511,-0.8816781797107478,0,0,0,0,0,0,0,0,0,0,0,0,0,1,54.751648,18.599895
12/03/2004,19.00.00,1.3048819307307171,2.0568654039310585,1.1580162924819497,1.1934808884208423,-0.1933788814591653,-0.0345361078741953,0.804532058982948,1.178380056300543,1.1119906314303163,-0.4525851831210619,-0.3437161087020005,-0.8013181779765767,0,0,0,0,0,0,0,0,0,0,0,0,0,1,54.614937,18.558865
12/03/2004,20.00.00,2.530491670713905,2.615766710064303,2.40852677044532,2.604121852451875,0.7496255895391375,-0.8893079920573829,1.4147331804965455,2.513356533440307,2.254535593680918,-0.6259072823486403,0.0745732898280204,-0.7017526412367546,0,0,0,0,0,0,0,0,0,0,0,0,0,1,71.354675,13.46687
12/03/2004,21.00.00,1.7564223612508392,2.408587777618359,1.4004622014748482,1.3988764134033829,0.2986234512356013,-0.3339232145170377,0.9021642384251236,1.4603750874266956,1.5778574839197417,-0.7183457352700156,0.2395324892483102,-0.6870957855745473,0,0,0,0,0,0,0,0,0,0,0,0,0,1,64.038765,16.462418
12/03/2004,22.00.00,1.1758703791535392,1.8593227009012048,0.6603641634965273,0.7323098040260817,0.1551227708662944,0.0435648764674156,0.6580837898196845,0.8063866109851935,1.2239027803523572,-0.8454486080369064,0.5812336880474825,-0.6355440863488527,0,0,0,0,0,0,0,0,0,0,0,0,0,1,47.543594,17.20457
12/03/2004,23.00.00,2.4014801191367274,2.615766710064303,1.617387488468494,1.5810196148029942,0.4762909602642671,-0.3816515938369111,0.536043565516965,1.8233686913231255,1.6559357273537234,-0.9956610940341412,0.905260686908766,-0.6277102497018109,0,0,0,0,0,0,0,0,0,0,0,0,0,1,63.70879,11.76945
13/03/2004,00.00.00,0.6598241728448285,0.876427300459981,0.0606295465140945,0.1006216800231742,-0.2548791730460111,0.5815938797096251,0.023474623445543,0.2693960729896482,0.6877655087723485,-1.018770707264485,0.8758036870122856,-0.6716808166884327,0,0,0,0,0,0,0,0,0,0,0,0,2,0,33.971375,6.629281
13/03/2004,01.00.00,0.1437779665361175,0.471705664984183,-0.2200972954776823,-0.2520385609845838,-0.6238809225670862,1.0501997857592913,-0.3670540943231594,0.0264003546788148,0.3207977646326338,-1.0649899337251725,0.8640208870536937,-0.7156513836750549,0,0,0,0,0,0,0,0,0,0,0,0,1,0,19.228886,3.253141
13/03/2004,02.00.00,-0.0497393608296489,0.4138882884876404,-0.4753035154702068,-0.6046988019923419,-1.0065494035519047,1.5057888610853558,-0.733174767231318,-0.2675944650058972,0.0579343450715615,-1.099654353570688,0.8640208870536937,-0.7578530198058929,0,0,0,0,0,0,0,0,0,0,0,0,1,2,-0.6877922,-0.95750135
13/03/2004,03.00.00,0.0147664149589398,0.3560709119910978,-0.4753035154702068,-0.6008234147285204,0.1134169283164344,1.5188056918089576,0.0257018773122729,-0.2225952579112984,-0.0643882363083433,-1.215202419722407,1.0761112863083524,-0.7788274856673275,0,0,0,0,1,0,1,0,0,0,0,0,1,0,-0.25143123,-4.2972455
13/03/2004,04.00.00,-1.2213769146829645,0.2356180442899675,-0.373221027473197,-0.4535586987033028,-0.8288818945232389,1.3148753438058622,-0.7087667223707741,-0.126596949442821,-0.0747986687662075,-1.3076408726437825,1.2882016855630103,-0.7826180517868639,1,0,0,0,0,0,0,0,0,0,0,0,1,2,1.5047961,-0.6742625
13/03/2004,05.00.00,-0.4367740155611821,-0.5786433413696737,-0.8325922234597412,-1.2131346024123204,-1.1500500839212116,2.482051165355494,-1.1481115298605644,-0.5405896547131297,-0.5250498725688363,-1.1574283866465476,0.8463466871158056,-0.827094027589424,0,0,0,0,0,0,0,0,0,0,0,0,1,2,-6.9440093,-2.4833028
13/03/2004,06.00.00,-0.3077624639840045,0.0091666530118424,-0.7943112904608625,-1.1317514698720683,-1.2115503755080574,2.482051165355494,-1.270151754163284,-0.5585893375509692,-0.4834081427373792,-1.2845312594134386,1.0761112863083524,-0.8511009463464878,0,0,0,0,0,0,0,0,0,0,0,0,1,2,-6.214827,-2.741155
13/03/2004,07.00.00,-0.1142451366182378,0.066984029508385,-0.5135844484690856,-0.6512034491582002,-0.6238809225670862,1.731413926961121,-0.8552149915340376,-0.1355967908617407,-0.2101342907184427,-1.3885245189499855,1.3353328853973796,-0.8397292479878785,0,0,0,0,0,0,0,0,0,0,0,0,1,2,-1.2173856,-0.5963208
13/03/2004,08.00.00,0.6598241728448285,1.146241724110513,0.3413563885058716,0.4067772738650742,0.1756228680619097,0.4601034596226745,-0.3914621391837034,0.6713889897013973,0.4457229541270048,-1.3654149057196416,1.3176586854594907,-0.8364440906842804,0,0,0,0,0,0,0,0,0,0,0,0,0,1,37.27741,6.733357
13/03/2004,09.00.00,1.3048819307307171,1.4931459830897682,0.7624466514935369,0.8330698728854412,0.4421241316049083,0.0045143842966101,0.1699228926088064,0.9683837565257492,1.0156941311950722,-1.0072159006493129,0.6165820879232591,-0.791210001657813,0,0,0,0,0,0,0,0,0,0,0,0,0,1,42.355247,11.037208
13/03/2004,10.00.00,0.9823530517877728,1.6810524567035317,0.48171980950176,0.5540419898902919,0.1346226736706791,0.1737331837034341,0.3407792066326138,0.6383895711653581,1.1562349693762397,-0.6836813154244998,0.1158130896830931,-0.7378893715763347,0,0,0,0,0,0,0,0,0,0,0,0,0,1,47.589394,16.958658
13/03/2004,11.00.00,1.562905033885072,2.138773353967827,0.8900497614897993,0.9532068780639082,0.4489574973367801,-0.0909423743431366,1.1218366421700188,0.9773835979446688,1.4633427268832349,-0.3139275037389992,-0.4144129084535531,-0.7085756602519202,0,0,0,0,0,0,0,0,0,0,0,0,0,1,54.00982,18.051043
13/03/2004,12.00.00,1.2403761549421282,1.7003249155357123,0.6220832304976485,0.6935559313878665,0.0594556506200898,0.1997668451506377,1.1950607767516503,0.6743889368410372,0.9532315364478868,0.0096070814858137,-0.9092905067144234,-0.7998019515287623,0,0,0,0,0,0,0,0,0,0,0,0,0,1,50.49492,21.010105
13/03/2004,13.00.00,0.7243299486334172,1.1076968064461512,0.4051579435040027,0.4687834700862185,-0.5282138023208816,0.6857285254984399,0.291963116911526,0.4373931128094836,0.2088856157105931,0.1251551476375327,-1.056575506196825,-0.8351805686444351,0,0,0,0,0,0,0,0,0,0,0,0,2,0,34.85536,19.252953
13/03/2004,14.00.00,0.2082837423247064,0.5247049267726803,-0.0669735634821677,-0.0543938105296864,-0.7673816029363931,1.1239618265263684,-0.2450138700204399,0.1013990331698127,-0.4443690210203883,-0.0366121449748736,-0.8503765069214626,-0.7904518884339058,0,0,0,0,0,0,0,0,0,0,0,0,2,0,24.429905,21.138346
13/03/2004,15.00.00,0.2082837423247064,0.6837027121381724,0.0095883025155895,0.0347400965382084,-0.7605482372045214,0.9547430271195444,0.0966987580271747,0.2333967073139691,-0.1919160339171803,0.0096070814858137,-0.9210733066730152,-0.8119317631112785,0,0,0,0,0,0,0,0,0,0,0,0,2,0,24.822268,21.132162
13/03/2004,16.00.00,0.5308126212676507,1.0016982828691563,0.1371914125118518,0.1897555870910692,-0.6307142882989579,0.7594905662655169,0.291963116911526,0.2993955443860474,0.1490256290778737,-0.0828313714355611,-0.8327023069835742,-0.8195128953503512,0,0,0,0,0,0,0,0,0,0,0,0,2,0,34.397438,19.233402
13/03/2004,17.00.00,0.4018010696904728,1.0980605770300609,0.1882326565103567,0.2401356215207489,-0.5623806309802403,0.6380001461785664,0.3163711617720698,0.4433930070887634,0.1646412777646701,-0.1868246309721084,-0.6736345075425806,-0.7929789325135967,0,0,0,0,0,0,0,0,0,0,0,0,2,0,34.56353,19.181227
13/03/2004,18.00.00,0.9823530517877728,1.8063234391127072,0.8134878954920418,0.8718237455236564,-0.0225447381623713,0.0088533278711441,0.8777561935645797,0.974383650805029,0.9740524013636154,-0.2561534706631395,-0.4851097082051061,-0.7085756602519202,0,0,0,0,0,0,0,0,0,0,0,0,0,1,50.599487,20.513628
13/03/2004,19.00.00,1.6274108096736613,2.461587039406856,1.3366606464767172,1.348496378973703,0.3191235484312166,-0.307889553069834,1.292692956193826,1.4033760917735372,1.5388183622027507,-0.2908178905086553,-0.4026301084949612,-0.6787565401115674,0,0,0,0,0,0,0,0,0,0,0,0,0,1,64.399124,17.731716
13/03/2004,20.00.00,1.6274108096736613,2.4712232688229467,1.285619402478212,1.3019917318078449,0.3327902798949602,-0.3252453273679698,1.1950607767516503,1.382376461796058,1.760040051932366,-0.3023726971238273,-0.3024763088469279,-0.6239196835822747,0,0,0,0,0,0,0,0,0,0,0,0,0,1,64.420044,17.622753
13/03/2004,21.00.00,1.6274108096736613,2.519404415903399,1.1707766034815763,1.197356275684664,0.3601237428224472,-0.2905337787716982,1.1462446870305627,1.2173793691158623,2.251932985566452,-0.3485919235845148,-0.1434085094059342,-0.5468448391517016,0,0,0,0,0,0,0,0,0,0,0,0,0,1,64.5176,17.414864
13/03/2004,22.00.00,0.9178472759991838,1.666598112579396,0.5072404315010124,0.5850450880008641,-0.1113784926767041,0.0652595943400854,0.7557159692618601,0.8813852894761915,1.5700496595763436,-0.4294755698907181,-0.0373633097786047,-0.5546786757987434,0,0,0,0,0,0,0,0,0,0,0,0,0,1,48.723038,17.368896
13/03/2004,23.00.00,0.5953183970562396,1.5413271301702205,0.2265135895092355,0.2788894941589641,-0.398379853415318,0.2735288859177149,0.4384113860747894,0.4463929542284033,1.3410201455033302,-0.4179207632755463,0.0038764900764674,-0.5210689895388543,0,0,0,0,0,0,0,0,0,0,0,0,0,1,47.418335,16.308504
14/03/2004,00.00.00,0.788835724422006,2.1002284363034653,0.2392739005088617,0.2905156559504286,-0.2753792702416264,0.260512055194113,0.4140033412142455,0.4703925313455227,1.338417537388864,-0.5103592161969214,0.2572066891861987,-0.4439941451082815,0,0,0,0,0,0,0,0,0,0,0,0,0,1,47.43178,16.39543
14/03/2004,01.00.00,0.7243299486334172,1.8593227009012048,0.3541166995054978,0.4145280483927172,-0.3847131219515745,0.2214615630233075,0.1699228926088064,0.5093918441608416,1.3254044968165335,-0.4294755698907181,0.1334872896209811,-0.4343913776054559,0,0,0,0,0,0,0,0,0,0,0,0,0,1,47.452633,16.184534
14/03/2004,02.00.00,0.5308126212676507,1.2956032800599149,-0.0669735634821677,-0.0505184232658649,-0.6990479456176755,0.5382044439642857,-0.1961977802993521,0.2663961258500082,0.8231011307245838,-0.672126508809328,0.5694508880888902,-0.4341386731974869,0,0,0,0,0,0,0,0,0,0,0,0,2,0,32.987034,7.7669206
14/03/2004,03.00.00,0.4663068454790617,1.1847866417748747,0.0733898575137207,0.1161232290784603,0.1134169283164344,0.3993582495791993,0.0257018773122729,0.4973920556022819,0.6695472519710861,-0.776119768345875,0.8345638871572134,-0.3995181693057215,0,0,0,0,1,0,1,0,0,0,0,0,0,0,34.463802,6.700298
